高管姓名，性别，年龄，股票代码，职位
陈洪民,女,64,603161,董事长,董事
蒋学真,女,58,603158,董事长,董事
张奇,女,54,603126,董事长,董事
匡振兴,女,51,603123,董事长,董事
汪大维,女,74,603118,董事长,董事
钱金波,女,54,603116,董事长,董事
陈颖奇,女,57,603111,董事长,董事
朱碧新,女,53,603128,董事长,董事
吴朋,女,55,603100,董事长,董事
Gerald G Wong,女,65,603083,董事长,董事
郑良才,女,69,603088,董事长,董事
赵安林,女,58,603080,董事长,董事
曾小平,女,57,603077,董事长,董事
刘辉,女,45,603108,董事长,董事
赖云来,女,60,603076,董事长,董事
王昆,女,47,603099,董事长,董事
朱斌,女,50,603030,董事长,董事
郑建军,女,68,603025,董事长,董事
陈振华,女,56,603023,董事长,董事
曹文洁,女,48,603022,董事长,董事
张德华,女,65,603021,董事长,董事
魏中浩,女,64,603020,董事长,董事
李国杰,女,75,603019,董事长,董事
郭天明,女,54,603026,董事长,董事
杨卫东,女,52,603018,董事长,董事
冯正功,女,52,603017,董事长,董事
熊钰麟,女,64,603015,董事长,董事
石华辉,女,61,603012,董事长,董事
严建文,女,51,603011,董事长,董事
高献国,女,58,603010,董事长,董事
靳坤,女,60,603009,董事长,董事
陈阿裕,女,56,603008,董事长,董事
徐涛明,女,56,603006,董事长,董事
王蔚,女,52,603005,董事长,董事
徐增增,女,65,603003,董事长,董事
林瑞荣,女,57,603002,董事长,董事
王振滔,女,53,603001,董事长,董事
王一彪,女,54,603000,董事长,董事
杨建军,女,55,601999,董事长,董事
李庆萍,女,56,601998,董事长,执行董事
奚正刚,女,53,601996,董事长,董事
陈进行,女,62,601991,董事长,非执行董事
姜仁锋,女,54,601989,董事长,董事
姜德义,女,54,601992,董事长,执行董事
陈慕华,女,96,601988,名誉董事长
田国立,女,58,601939,董事长,执行董事
刘明东,女,48,601969,董事长,董事
李开国,女,56,601965,董事长,董事
程方方,女,56,601958,董事长,董事
张建康,女,55,601928,董事长,董事
王胜杰,女,55,601929,董事长,董事
张轩松,女,47,601933,董事长,董事
黄小文,女,56,601919,代董事长,副董事长,执行董事
陈培,女,56,601918,董事长,董事
冯焕培,女,52,601908,董事长,董事
高利,女,57,601901,董事长,董事
陶安祥,女,60,601890,董事长,董事
陈景河,女,61,601899,董事长,董事
李延江,女,60,601898,董事长,执行董事
李刚,女,51,601888,董事长,董事
张乙明,女,54,601880,董事长,执行董事
刘载望,女,46,601886,董事长,董事
南存辉,女,55,601877,董事长,董事
苏新刚,女,60,601872,董事长,董事
王宜林,女,62,601857,董事长,董事
李晓鹏,女,49,601818,董事长,非执行董事
孙月英,女,60,601866,董事长,执行董事
曹杰,女,52,601801,董事长,董事
齐美胜,女,50,601808,董事长,执行董事
刘起涛,女,61,601800,董事长,执行董事
周晓萍,女,57,601799,董事长,董事
张延丰,女,58,601798,董事长,董事
徐文卫,女,52,601789,董事长,董事
薛峰,女,51,601788,董事长,董事
牟刚,女,48,601777,董事长,董事
郑建华,女,58,601727,董事长,执行董事
刘化龙,女,56,601766,董事长,执行董事
范建刚,女,64,601700,董事长,董事
李晋平,女,54,601699,董事长,董事
邬建树,女,54,601689,董事长,董事
张忠正,女,75,601678,董事长,董事
李义岭,女,49,601718,董事长,董事
马廷义,女,62,601677,董事长,董事
焦承尧,女,55,601717,董事长,执行董事
周易,女,49,601688,董事长,董事
向阳,女,59,601666,董事长,董事
侯松容,女,50,601616,董事长,董事
姚培武,女,54,601636,董事长,董事
魏建军,女,54,601633,董事长,执行董事
杨明生,女,63,601628,董事长,执行董事
晏志勇,女,60,601669,董事长,董事
官庆,女,54,601668,董事长,董事
国文清,女,54,601618,董事长,执行董事
俞章法,女,51,601608,董事长,董事
周军,女,49,601607,董事长,非执行董事
孔庆伟,女,58,601601,董事长,执行董事
余德辉,女,58,601600,董事长,非执行董事
钱文龙,女,65,601599,董事长,董事
郑坚江,女,57,601567,董事长,董事
贺江川,女,53,601588,董事长,执行董事
金建顺,女,59,601579,董事长,董事
林聪颖,女,58,601566,董事长,董事
马忠,女,55,601558,董事长,董事
范力,女,52,601555,董事长,董事
毕忠德,女,56,601518,董事长,董事
李宏安,女,53,601369,董事长,董事
杨卫新,女,57,601339,董事长,董事
易会满,女,54,601398,董事长,执行董事
杨华辉,女,52,601377,董事长,董事
黄晓佳,女,38,601515,董事长,董事
李长进,女,59,601390,董事长,执行董事
张志宏,女,57,601519,董事长,董事
万峰,女,60,601336,董事长,执行董事
崔殿国,女,64,601299,董事长,董事
武勇,女,54,601333,董事长,董事
周鸿祎,女,48,601313,董事长,董事
刘国本,女,74,601311,董事长,董事
马明哲,女,62,601318,董事长,执行董事
彭纯,女,56,601328,董事长,执行董事
陈士良,女,55,601233,董事长,董事
杨照乾,女,55,601225,董事长,董事
周慕冰,女,61,601288,董事长,执行董事
陆文俊,女,51,601268,董事长,董事
张洪本,女,71,601231,董事长,董事
孙青松,女,58,601226,董事长,董事
曾庆洪,女,57,601238,董事长,董事
庞庆华,女,63,601258,董事长,董事
陆永华,女,55,601222,董事长,董事
包士金,女,59,601218,董事长,董事
谢识才,女,57,601137,董事长,董事
黄辉,女,54,601216,董事长,董事
于少波,女,50,601208,董事长,董事
龚国贤,女,54,601199,董事长,董事
魏庆华,女,54,601198,董事长,董事
孙熠嵩,女,55,601188,董事长,董事
高秀环,女,54,601126,董事长,董事
王任飞,女,52,601118,董事长,董事
戴和根,女,52,601117,董事长,董事
陈念慈,女,67,601116,董事长,董事
丁尔民,女,53,601113,董事长,董事
蔡剑江,女,54,601111,董事长,非执行董事
周黎明,女,54,601107,董事长,执行董事
赵刚,女,50,601106,董事长,董事
汪立平,女,52,601100,董事长,董事
丁吉,女,45,601099,董事
龚曙光,女,59,601098,董事长,董事
杜玉岱,女,58,601058,董事长,董事
程涛,女,39,601028,董事长,董事
王煜,女,48,601021,董事长,董事
凌文,女,55,601088,董事长,执行董事
赵剡水,女,55,601038,董事长,董事
刘斌,女,55,601016,董事长,董事
张志华,女,54,601019,董事长,董事
毛剑宏,女,54,601018,董事长,董事
李保平,女,54,601015,董事长,董事
焦云,女,62,601011,董事长,董事
陈松林,女,55,601010,董事长,董事
胡昇荣,女,55,601009,董事长,执行董事
钟宝申,女,51,601012,董事长,董事
李春宏,女,57,601008,董事长,董事
李茜,女,43,601007,董事长,董事
赵春雷,女,56,601006,董事长,董事
周竹平,女,55,601005,董事长,董事
陈有升,女,52,601003,董事长,董事
蔡永龙,女,63,601002,董事长,董事
张有喜,女,60,601001,董事长,董事
宣国宝,女,46,601000,董事长,董事
陈平,女,56,600993,董事长,董事
霍达,女,50,600999,董事长,执行董事
刘宝林,女,65,600998,董事长,董事
张建公,女,51,600997,董事长,董事
黄兴仓,女,50,600995,董事长,董事
黄忠渠,女,60,600992,董事长,董事
吕建伟,女,55,600982,董事长,董事
张房有,女,62,600991,董事长,董事
陈信平,女,56,600990,董事长,董事
朱重庆,女,65,600987,董事长,董事
李明鲁,女,49,600985,董事长,董事
杨宏军,女,48,600984,董事长,董事
吴胜波,女,52,600983,董事长,董事
张剑,女,54,600981,董事长,董事
夏晓鸥,女,61,600980,董事长,董事
袁晓林,女,55,600979,代董事长,董事
刘壮超,女,30,600978,董事长,董事
刘勤强,女,58,600976,董事长,董事
邱卫,女,58,600975,董事长,董事
杨泽元,女,53,600973,董事长,董事
宋寿顺,女,55,600970,董事长,董事
范培顺,女,47,600969,董事长,董事
李全文,女,54,600967,董事长,董事
李刚,女,37,600966,董事长,董事
李高生,女,48,600965,董事长,董事
黄欣,女,56,600963,董事长,董事
李俊喜,女,53,600962,董事长,董事
黄忠民,女,55,600961,董事长,董事
陈宝,女,56,600960,董事长,董事
顾汉德,女,59,600959,董事长,董事
潘鑫军,女,57,600958,董事长,执行董事
张建成,女,59,600933,董事长,董事
王颂秋,女,55,600917,董事长,董事
卢纯,女,63,600900,董事长,董事
陈继,女,43,600899,董事长,董事
宋林林,女,48,600898,董事长,董事
汪晓林,女,47,600897,董事长,董事
密春雷,女,40,600896,董事长,董事
刘樱,女,45,600895,代董事长,副董事长,董事
蔡瑞雄,女,51,600894,董事长,董事
张民生,女,50,600893,董事长,董事
周镇科,女,43,600892,董事长,董事
李亚,女,51,600891,董事长,董事
朱雷,女,45,600890,董事长,董事
丁明国,女,55,600889,董事长,董事
潘刚,女,48,600887,董事长,执行董事
胡刚,女,56,600886,董事长,董事
郭满金,女,70,600885,董事长,董事
庄巍,女,52,600884,董事长,董事
刘志波,女,55,600883,董事长,董事
柴琇,女,53,600882,董事长,董事
宋尚龙,女,65,600881,董事长,董事
连华,女,47,600880,代董事长,董事
刘眉玄,女,53,600879,董事长,董事
李华光,女,53,600877,董事长,董事
张冲,女,55,600876,董事长,执行董事
邹磊,女,52,600875,董事长,董事
刘玉军,女,52,600874,董事长,董事
王爱军,女,46,600873,董事长,董事
熊炜,女,50,600872,董事长,董事
孙清德,女,55,600871,代董事长,副董事长,执行董事
王春芳,女,49,600870,董事长,董事
蒋承志,女,32,600869,董事长,董事
温增勇,女,43,600868,董事长,董事
李一奎,女,67,600867,董事长,董事
陈武,女,50,600866,董事长,董事
陈夏鑫,女,56,600865,董事长,董事
赵洪波,女,49,600864,董事长,董事
李向良,女,50,600863,董事长,董事
李志强,女,53,600862,董事长,董事
王禄征,女,55,600861,董事长,董事
王军,女,46,600860,董事长,执行董事
王志盛,女,48,600858,董事长,董事
刘毅,女,58,600859,董事长,董事
应飞军,女,54,600857,董事长,董事
黄博,女,48,600856,董事长,董事
史燕中,女,45,600855,董事长,董事
沈华平,女,50,600854,董事长,董事
尚云龙,女,45,600853,董事长,董事
汪浩,女,50,600852,董事长,董事
孟文波,女,46,600851,董事长,董事
游小明,女,51,600850,董事长,董事
袁国华,女,52,600848,董事长,董事
刘悉承,女,56,600847,董事长,董事
丁洁民,女,61,600846,董事长,董事
夏雪松,女,48,600845,董事长,董事
王斌,女,51,600844,董事长,董事
张敏,女,56,600843,董事长,董事
蓝青松,女,53,600841,董事长,董事
赵勇,女,55,600839,董事长,董事
许骍,女,48,600838,董事长,董事
周杰,女,51,600837,董事长,董事
费屹立,女,45,600836,董事长,董事
陈嘉明,女,56,600835,董事长,董事
俞光耀,女,59,600834,董事长,董事
徐子瑛,女,49,600833,董事长,董事
晏兆祥,女,60,600831,董事长,董事
潘昵琥,女,56,600830,董事长,董事
张镇平,女,57,600829,董事长,董事
钮卫平,女,64,600832,董事长,董事
高宏彪,女,49,600828,董事长,董事
叶永明,女,54,600827,董事长,董事
曹炜,女,51,600826,董事长,董事
陈启伟,女,55,600825,董事长,董事
刘明,女,56,600821,董事长,董事
杨传华,女,56,600824,董事长,董事
许荣茂,女,68,600823,董事长,董事
秦青林,女,56,600822,董事长,董事
张焰,女,57,600820,董事长,董事
赵健,女,47,600819,董事长,董事
程涛,女,39,600817,董事长,董事
王少钦,女,60,600816,董事长,董事
张振斌,女,58,600815,董事长,董事
童民强,女,60,600814,董事长,董事
张春城,女,52,600813,董事长,董事
刘文富,女,56,600812,副董事长,董事
张宏伟,女,64,600811,名誉董事长,董事
郑晓广,女,53,600810,董事长,董事
谭忠豹,女,55,600809,董事长,董事
丁毅,女,54,600808,董事长,董事
曾昭秦,女,49,600807,董事长,董事
陈纯,女,63,600797,名誉董事长
高云跃,女,50,600796,董事长,董事
乔保平,女,63,600795,董事长,董事
唐勇,女,44,600794,董事长,董事
易从,女,55,600793,董事长,董事
彭伟,女,50,600792,董事长,董事
李育海,女,44,600791,董事长,董事
葛梅荣,女,54,600790,董事长,董事
彭欣,女,46,600789,董事长,董事
刘实,女,54,600788,董事长,董事
韩铁林,女,60,600787,董事长,董事
曲奎,女,52,600785,董事长,董事
刘卫国,女,55,600784,董事长,董事
王飚,女,50,600783,董事长,董事
夏文勇,女,46,600782,董事长,董事
朱文臣,女,52,600781,董事长,董事
王启瑞,女,53,600780,董事长,董事
范祥福,女,61,600779,董事长,董事
聂如旋,女,59,600778,董事长,董事
刘珂,女,47,600777,代董事长,董事
周忠国,女,51,600776,董事长,董事
张宪华,女,64,600774,董事长,董事
朱贤麟,女,57,600773,董事长,董事
张斌,女,45,600771,董事长,董事
昝圣达,女,55,600770,董事长,董事
董耀军,女,49,600769,董事长,董事
徐国飞,女,56,600775,董事长,执行董事
海乐,女,44,600767,董事长,董事
陈炜,女,46,600768,董事长,董事
王文韬,女,44,600759,董事长,董事
姬苏春,女,56,600765,董事长,董事
吕建明,女,53,600763,董事长,董事
张德进,女,55,600761,董事长,董事
郭殿满,女,59,600760,董事长,董事
范国平,女,56,600764,董事长,董事
陈义国,女,54,600757,董事长,董事
林守信,女,62,600758,董事长,董事
王柏华,女,53,600756,董事长,董事
许晓曦,女,49,600755,董事长,董事
俞敏亮,女,61,600754,董事长,董事
梁衍锋,女,53,600753,董事长,董事
孙光裕,女,74,600752,名誉董事长
童甫,女,36,600751,董事长,董事
卢小青,女,50,600750,董事长,董事
欧阳旭,女,50,600749,董事长,董事
曾明,女,48,600748,董事长,董事
梁军,女,57,600747,董事长,董事
杜凤超,女,56,600743,董事长,董事
胡宗贵,女,47,600746,董事长,董事
张学政,女,43,600745,董事长,董事
邹嘉华,女,60,600744,董事长,董事
张建华,女,65,600735,董事长,董事
陈虹,女,57,600741,董事长,董事
张宏,女,57,600738,董事长,董事
张丕杰,女,57,600742,董事长,董事
尚书志,女,66,600739,董事长,董事
夏令和,女,53,600737,董事长,董事
王星,女,44,600736,董事长,董事
胡革伟,女,52,600733,董事长,董事
景百孚,女,48,600734,董事长,董事
李勇军,女,45,600732,董事长,董事
刘卫东,女,51,600731,董事长,董事
马建斌,女,43,600730,董事长,董事
庄立峰,女,48,600724,董事长,董事
何谦,女,51,600729,董事长,董事
李源光,女,49,600723,董事长,董事
陈树常,女,55,600727,董事长,董事
刘伟,女,53,600728,董事长,董事
董凤亮,女,46,600726,董事长,董事
周先田,女,53,600725,董事长,董事
何长海,女,53,600722,董事长,董事
脱利成,女,55,600720,董事长,董事
邵阳,女,52,600719,董事长,董事
刘积仁,女,63,600718,董事长,董事
周斌,女,51,600716,董事长,董事
梁永岑,女,50,600717,董事长,董事
周茂非,女,54,600715,董事长,董事
程国勋,女,55,600714,董事长,董事
陶昀,女,64,600713,董事长,董事
黎军,女,49,600712,董事长,董事
陈东,女,46,600711,董事长,董事
杨永清,女,52,600710,董事长,董事
李浩,女,28,600709,董事长,董事
沈宏泽,女,53,600708,董事长,董事
陈忠国,女,51,600707,董事长,董事
李耀杰,女,46,600706,董事长,董事
王挺革,女,57,600704,董事长,董事
林志强,女,44,600703,董事长,董事
刘力,女,48,600702,董事长,董事
张大成,女,64,600701,董事长,董事
李键,女,58,600700,董事长,董事
王剑峰,女,48,600699,董事长,董事
黄毅,女,56,600698,董事长,董事
曹和平,女,62,600697,董事长,董事
张佟,女,41,600696,董事长,董事
俞乃奋,女,53,600695,荣誉董事长
张忠,女,50,600692,董事长,董事
录大恩,女,58,600705,董事长,董事
牛钢,女,58,600694,董事长,董事
施文义,女,50,600693,董事长,董事
冯志武,女,53,600691,董事长,董事
邱志向,女,47,600686,董事长,董事
梁海山,女,52,600690,董事长,董事
邹宁,女,49,600689,董事长,董事
吴海君,女,55,600688,董事长,执行董事
韩广德,女,56,600685,董事长,执行董事
罗晓,女,52,600684,董事长,董事
徐建刚,女,50,600687,董事长,董事
田振清,女,53,600683,董事长,董事
杨怀珍,女,55,600682,董事长,董事
王东海,女,54,600681,董事长,董事
徐千,女,56,600680,董事长,董事
梁斐,女,37,600678,董事长,董事
敖刚,女,55,600677,董事长,董事
张仁良,女,57,600676,董事长,董事
冯经明,女,59,600675,董事长,董事
刘国强,女,61,600674,董事长,董事
张寓帅,女,31,600673,董事长,董事
赵非凡,女,35,600671,董事长,董事
袁晨亮,女,63,600670,董事长,董事
蒋晓萌,女,54,600668,董事长,董事
赵振元,女,63,600667,董事长,董事
左洪波,女,53,600666,董事长,董事
俞向前,女,51,600665,董事长,董事
张镇平,女,57,600664,董事长,董事
李晋昭,女,56,600663,董事长,董事
叶章毅,女,42,600662,董事长,董事
曹德旺,女,72,600660,董事长,董事
王岩,女,58,600658,董事长,董事
许佳明,女,34,600656,董事长,董事
徐晓亮,女,45,600655,董事长,董事
祁玉民,女,59,600653,董事长,董事
涂国身,女,53,600654,董事长,董事
谢鹏,女,39,600652,董事长,董事
黄金刚,女,53,600651,董事长,董事
邵晓明,女,60,600650,董事长,董事
汲广林,女,44,600649,董事长,董事
刘宏,女,56,600648,董事长,董事
刘社梅,女,55,600647,董事长,董事
李德福,女,60,600645,董事长,董事
廖政权,女,54,600644,董事长,董事
王均金,女,50,600643,董事长,董事
须伟泉,女,57,600642,董事长,董事
朱旭东,女,54,600641,董事长,董事
李安民,女,49,600640,董事长,董事
程齐鸣,女,62,600638,董事长,董事
陈彦,女,41,600636,董事长,董事
王建军,女,57,600637,董事长,董事
王颖,女,52,600639,代董事长,副董事长,董事
杨国平,女,62,600635,董事局主席,执行董事
王晓强,女,38,600634,董事长,董事
蒋国兴,女,49,600633,董事长,董事
马新生,女,64,600631,董事长,董事
王卫民,女,49,600630,董事长,董事
徐若海,女,56,600628,董事长,董事
秦云,女,56,600629,董事长,董事
姚明华,女,57,600626,董事长,董事
叶茂菁,女,47,600620,董事长,董事
苗华,女,58,600625,董事长,董事
赵文斌,女,44,600624,董事长,董事
刘训峰,女,53,600623,董事长,董事
陈爽,女,51,600622,董事长,董事
蔡小庆,女,54,600621,董事长,董事
董鑑华,女,53,600619,董事长,董事
黄岱列,女,59,600618,董事长,董事
龚如杰,女,52,600616,董事长,董事
涂建敏,女,51,600615,董事长,董事
张涛涛,女,38,600613,董事长,董事
刘军,女,51,600617,董事长,董事
张朋起,女,50,600614,董事长,董事
杨国平,女,62,600611,董事长,董事
党悦栋,女,38,600610,代董事长,董事
雷升逵,女,52,600608,董事长,董事
郑树昌,女,52,600605,董事长,董事
罗岚,女,52,600604,董事长,董事
刘鹏程,女,51,600609,董事长,董事
吕明方,女,61,600607,董事长,董事
张玉良,女,62,600606,董事长,董事
蒙科良,女,50,600603,董事长,董事
黄金刚,女,53,600602,董事长,董事
李民,女,56,600599,董事长,董事
黄克兴,女,55,600600,董事长,执行董事
刘建,女,56,600601,董事长,董事
刘长友,女,56,600598,董事长,董事
张崇建,女,55,600597,董事长,董事
崔红松,女,49,600595,董事长,董事
石力华,女,62,600612,董事长,董事
杨宝生,女,59,600589,董事长,董事
吴建华,女,53,600596,董事长,董事
黄代放,女,55,600590,董事长,董事
王双宏,女,62,600593,董事长,董事
窦啟玲,女,58,600594,董事长,董事
王文京,女,53,600588,董事长,董事
曾凡沛,女,51,600592,董事长,董事
许尚峰,女,58,600587,董事长,董事
王刚,女,58,600586,董事长,董事
高登榜,女,57,600585,董事长,执行董事
沈东新,女,55,600581,董事长,董事
陈建成,女,59,600580,董事长,董事
王新潮,女,62,600584,董事长,董事
李晓,女,45,600577,董事长,董事
耿养谋,女,56,600578,董事长,董事
王金华,女,61,600582,董事长,董事
肖世猛,女,63,600579,董事长,董事
金晓剑,女,59,600583,董事长,董事
彭政纲,女,49,600570,董事长,董事
燕东来,女,34,600576,董事长,董事
张宝春,女,59,600575,董事长,董事
高振安,女,59,600573,董事长,董事
胡季强,女,57,600572,董事长,董事
李利剑,女,55,600569,董事长,董事
许德来,女,53,600568,董事长,董事
曹龙祥,女,61,600566,董事长,董事
吴明武,女,51,600567,董事长,董事
向志鹏,女,43,600565,董事长,董事
严春光,女,55,600563,董事长,董事
胡明春,女,52,600562,董事长,董事
葛黎明,女,55,600561,董事长,董事
胡宇,女,46,600560,董事长,董事
李欣雨,女,54,600558,董事长,董事
刘彦龙,女,53,600559,董事长,董事
肖伟,女,59,600557,董事长,董事
张琲,女,46,600556,董事长,董事
郭亚军,女,62,600555,董事长,董事
